x_index,x_name,x_id,x_type,x_source
1259,IL6,3569,gene/protein,NCBI
1260,IMPA1,3612,gene/protein,NCBI
1261,KARS1,3735,gene/protein,NCBI
1262,KCNA2,3737,gene/protein,NCBI
1263,KCNJ11,3767,gene/protein,NCBI
1264,KCNQ2,3785,gene/protein,NCBI
1265,AFF3,3899,gene/protein,NCBI
1266,LETM1,3954,gene/protein,NCBI
1267,LSS,4047,gene/protein,NCBI
1268,MT3,4504,gene/protein,NCBI
1269,MTR,4548,gene/protein,NCBI
1270,NAGA,4668,gene/protein,NCBI
1271,NGF,4803,gene/protein,NCBI
1272,NGFR,4804,gene/protein,NCBI
1273,NOS1,4842,gene/protein,NCBI
1274,NSF,4905,gene/protein,NCBI
1275,OPRK1,4986,gene/protein,NCBI
1276,OPRM1,4988,gene/protein,NCBI
1277,OXT,5020,gene/protein,NCBI
1278,PAM,5066,gene/protein,NCBI
1279,PDYN,5173,gene/protein,NCBI
1280,POLG,5428,gene/protein,NCBI
1281,POMC,5443,gene/protein,NCBI
1282,PPP2CA,5515,gene/protein,NCBI
1283,PRKCD,5580,gene/protein,NCBI
1284,PTGS2,5743,gene/protein,NCBI
1285,PVALB,5816,gene/protein,NCBI
1286,PCYT2,5833,gene/protein,NCBI
1287,RALA,5898,gene/protein,NCBI
1288,RARS1,5917,gene/protein,NCBI
1289,REST,5978,gene/protein,NCBI
1290,SGSH,6448,gene/protein,NCBI
1291,SLC1A1,6505,gene/protein,NCBI
1292,SLC6A1,6529,gene/protein,NCBI
1293,SLC6A2,6530,gene/protein,NCBI
1294,SLC8A1,6546,gene/protein,NCBI
1295,SLC8A3,6547,gene/protein,NCBI
1296,SST,6750,gene/protein,NCBI
1297,SSTR2,6752,gene/protein,NCBI
1298,CDKL5,6792,gene/protein,NCBI
1299,VAMP2,6844,gene/protein,NCBI
1300,SYN2,6854,gene/protein,NCBI
1301,TBCD,6904,gene/protein,NCBI
1302,TRH,7200,gene/protein,NCBI
1303,TSC1,7248,gene/protein,NCBI
1304,TSC2,7249,gene/protein,NCBI
1305,UGP2,7360,gene/protein,NCBI
1306,ZNF142,7701,gene/protein,NCBI
1307,SMC1A,8243,gene/protein,NCBI
1308,TRRAP,8295,gene/protein,NCBI
1309,CUL4B,8450,gene/protein,NCBI
1310,DEGS1,8560,gene/protein,NCBI
1311,EIF3F,8665,gene/protein,NCBI
1312,MPDZ,8777,gene/protein,NCBI
1313,DPM2,8818,gene/protein,NCBI
1314,NRP2,8828,gene/protein,NCBI
1315,SLC5A6,8884,gene/protein,NCBI
1316,AP3D1,8943,gene/protein,NCBI
1317,GTF3C3,9330,gene/protein,NCBI
1318,PIGB,9488,gene/protein,NCBI
1319,MPDU1,9526,gene/protein,NCBI
1320,PUM1,9698,gene/protein,NCBI
1321,TSFM,10102,gene/protein,NCBI
1322,SIGMAR1,10280,gene/protein,NCBI
1323,APC2,10297,gene/protein,NCBI
1324,KATNB1,10300,gene/protein,NCBI
1325,SLC35A1,10559,gene/protein,NCBI
1326,KPTN,11133,gene/protein,NCBI
1327,AP4S1,11154,gene/protein,NCBI
1328,TREX1,11277,gene/protein,NCBI
1329,PNKP,11284,gene/protein,NCBI
1330,RNF13,11342,gene/protein,NCBI
1331,WDR37,22884,gene/protein,NCBI
1332,ZNF292,23036,gene/protein,NCBI
1333,RHOBTB2,23221,gene/protein,NCBI
1334,PACS2,23241,gene/protein,NCBI
1335,CUX2,23316,gene/protein,NCBI
1336,SAMHD1,25939,gene/protein,NCBI
1337,TANC2,26115,gene/protein,NCBI
1338,FBXL4,26235,gene/protein,NCBI
1339,NBEA,26960,gene/protein,NCBI
1340,DLL1,28514,gene/protein,NCBI
1341,RRM2B,50484,gene/protein,NCBI
1342,KCNK4,50801,gene/protein,NCBI
1343,TMX2,51075,gene/protein,NCBI
1344,PIGP,51227,gene/protein,NCBI
1345,TRAPPC4,51399,gene/protein,NCBI
1346,ACTL6B,51412,gene/protein,NCBI
1347,GHRL,51738,gene/protein,NCBI
1348,KDM3B,51780,gene/protein,NCBI
1349,TUBA8,51807,gene/protein,NCBI
1350,GTPBP2,54676,gene/protein,NCBI
1351,P4HTM,54681,gene/protein,NCBI
1352,RBFOX1,54715,gene/protein,NCBI
1353,CNNM2,54805,gene/protein,NCBI
1354,PLPPR1,54886,gene/protein,NCBI
1355,ADPRS,54936,gene/protein,NCBI
1356,TMEM70,54968,gene/protein,NCBI
1357,OXR1,55074,gene/protein,NCBI
1358,KMT2E,55904,gene/protein,NCBI
1359,SLC17A7,57030,gene/protein,NCBI
1360,ZMIZ1,57178,gene/protein,NCBI
1361,SLC12A5,57468,gene/protein,NCBI
1362,HACE1,57531,gene/protein,NCBI
1363,MIB1,57534,gene/protein,NCBI
1364,IFIH1,64135,gene/protein,NCBI
1365,FKRP,79147,gene/protein,NCBI
1366,FA2H,79152,gene/protein,NCBI
1367,NARS2,79731,gene/protein,NCBI
1368,TRPM3,80036,gene/protein,NCBI
1369,LNPK,80856,gene/protein,NCBI
1370,CLPB,81570,gene/protein,NCBI
1371,TRIM8,81603,gene/protein,NCBI
1372,SNX27,81609,gene/protein,NCBI
1373,KAT8,84148,gene/protein,NCBI
1374,KIAA1109,84162,gene/protein,NCBI
1375,NTNG2,84628,gene/protein,NCBI
1376,ALKBH8,91801,gene/protein,NCBI
1377,PIGM,93183,gene/protein,NCBI
1378,TBCK,93627,gene/protein,NCBI
1379,TSEN15,116461,gene/protein,NCBI
1380,MED12L,116931,gene/protein,NCBI
1381,TBC1D20,128637,gene/protein,NCBI
1382,PIGU,128869,gene/protein,NCBI
1383,SCAMP5,192683,gene/protein,NCBI
1384,FCSK,197258,gene/protein,NCBI
1385,TET3,200424,gene/protein,NCBI
1386,PHACTR1,221692,gene/protein,NCBI
1387,HCN1,348980,gene/protein,NCBI
1388,PET100,100131801,gene/protein,NCBI
1389,AVP,551,gene/protein,NCBI
1390,CHD1,1105,gene/protein,NCBI
1391,COMT,1312,gene/protein,NCBI
1392,GRPR,2925,gene/protein,NCBI
1393,HTR6,3362,gene/protein,NCBI
1394,HTR7,3363,gene/protein,NCBI
1395,MIF,4282,gene/protein,NCBI
1396,NQO2,4835,gene/protein,NCBI
1397,PNOC,5368,gene/protein,NCBI
1398,SLC6A3,6531,gene/protein,NCBI
1399,SLC6A4,6532,gene/protein,NCBI
1400,SYP,6855,gene/protein,NCBI
1401,KL,9365,gene/protein,NCBI
1402,AKAP5,9495,gene/protein,NCBI
1403,MAGI2,9863,gene/protein,NCBI
1404,HRH3,11255,gene/protein,NCBI
1405,GIT1,28964,gene/protein,NCBI
1406,CALY,50632,gene/protein,NCBI
1407,SPHK2,56848,gene/protein,NCBI
1408,SLC17A6,57084,gene/protein,NCBI
1409,TRPV4,59341,gene/protein,NCBI
1410,RFC1,5981,gene/protein,NCBI
1411,RPL27A,6157,gene/protein,NCBI
1412,SCN8A,6334,gene/protein,NCBI
1413,SYNE1,23345,gene/protein,NCBI
1414,SNX14,57231,gene/protein,NCBI
1415,NUS1,116150,gene/protein,NCBI
0,osteogenesis imperfecta,13924_12592_14672_13460_12591_12536_30861_8146_8148_32846_13459_44329_14544_9805_49223_9804_14086_8147_13515_14029_12581_19019,disease,MONDO_grouped
1,asymmetric short stature syndrome,7162,disease,MONDO
2,"arthrogryposis, distal,",7157_14028_16675_7364_32750_20820_30847_32751_13698,disease,MONDO_grouped
3,craniosynostosis-intracranial calcifications syndrome,12035,disease,MONDO
4,"ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies",32884,disease,MONDO
5,Summitt syndrome,10090,disease,MONDO
6,"tremor, hereditary essential",30027_14756_13888_8590_11201_12671,disease,MONDO_grouped
7,parastremmatic dwarfism,8196,disease,MONDO
8,hyperreflexia (disease),7774,disease,MONDO
9,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,8237,disease,MONDO
10,ectodermal dysplasia,11177_13976_13975_13313_32804_13973_13974_44305_10955_23040_23041_23042,disease,MONDO_grouped
11,mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,14502,disease,MONDO
12,"brachyolmia type 1, Hobaek type",10070,disease,MONDO
13,trichorhinophalangeal syndrome,8596_8597_7874_19176_17951,disease,MONDO_grouped
14,spongiform encephalopathy with neuropsychiatric features,11703,disease,MONDO
15,Stüve-Wiedemann syndrome,11108,disease,MONDO
16,keratosis pilaris,18855_21036,disease,MONDO_grouped
17,Eiken syndrome,10803,disease,MONDO
18,acromesomelic dysplasia,11275_8703_12274,disease,MONDO_grouped
19,autosomal recessive nonsyndromic deafness,11160_13119_13978_12060_12327_12670_13210_11067_12903_12293_12376_12375_11767_10965_12460_10967_11602_12002_11762_13386_14363_10933_12452_13365_13250_13826_12445_12326_11360_11392_13985_14739_11351_13489_12421_9076_13738_11279_14675_11286_13249_12485_10986_12420_14428_12170_12091_12442_11364_13984_12418_14237_13010_12355_912_14469_12273_13269_12602_11774_10807_12977_12003_12370_11192_10987_11991_12333_10860_13929_13471_11912_13537_13963_11799_13215_11553_14182_19588_14849,disease,MONDO_grouped
20,X-linked progressive cerebellar ataxia,10547,disease,MONDO
21,Smith-McCort dysplasia,11814_14087_15799,disease,MONDO_grouped
22,Nager acrofacial dysostosis,7943,disease,MONDO
23,Ullrich congenital muscular dystrophy,9681_14654_355,disease,MONDO_grouped
24,neurofaciodigitorenal syndrome,9740,disease,MONDO
25,osteopetrosis,9816_11877_12679_14040_9817_12676_20848_8156_9818_12859_9815_19026_20645,disease,MONDO_grouped
26,craniofrontonasal syndrome,10570,disease,MONDO
27,"enamel hypoplasia, cataracts, and aqueductal stenosis",10956,disease,MONDO
28,trigonocephaly,8603_13774_156,disease,MONDO_grouped
29,progeroid and marfanoid aspect-lipodystrophy syndrome,14831,disease,MONDO
30,amyotrophic lateral sclerosis,12945_11691_12077_8780_11196_27694_11951_10459_11223_11632_14223_12790_12753_13715_7103_13264_13891_14181_4976_5145_11952,disease,MONDO_grouped
31,nemaline myopathy,11539_12237_15736_15739_15738_8070_12538_12240_14138_14326_14513_12239_9725_15737_18958,disease,MONDO_grouped
32,pseudoachondroplasia,8322,disease,MONDO
33,X-linked spondyloepimetaphyseal dysplasia,10248_10737,disease,MONDO_grouped
34,"muscular dystrophy, scapulohumeral",10884,disease,MONDO
35,benign familial neonatal-infantile seizures,7366_42499_11593_10021_11904_17615_7365_11990_14903_15637_11140_2016_12965,disease,MONDO_grouped
36,"myopathy, distal, with rimmed vacuoles",14945,disease,MONDO
37,mucopolysaccharidosis,10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172,disease,MONDO_grouped
38,DK1-CDG,12556,disease,MONDO
39,autosomal recessive multiple pterygium syndrome,9926,disease,MONDO
40,spondyloepimetaphyseal dysplasia,8473_8476_11198_10275_10068_32571_12108_32885_60702_11252_19666_13014_10076,disease,MONDO_grouped
41,craniosynostosis,11481_10903_10929_44315_14705_15467_15337_15469,disease,MONDO_grouped
42,autosomal dominant nocturnal frontal lobe epilepsy,12474_14002_11545_10899_11297_20300,disease,MONDO_grouped
43,Scheie syndrome,11760,disease,MONDO
44,symphalangism,20733_8509_14125_8511_151,disease,MONDO_grouped
45,velo-facial-skeletal syndrome,10925,disease,MONDO
46,diastrophic dysplasia,9107,disease,MONDO
47,TWIST1-related craniosynostosis,7399,disease,MONDO
48,Coffin-Siris syndrome,33492_32702_32912_32791_14838_7617_54831_15452,disease,MONDO_grouped
49,spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,11124,disease,MONDO
50,cerebellar ataxia-ectodermal dysplasia syndrome,8934,disease,MONDO
51,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,7124,disease,MONDO
52,rapadilino syndrome,9955,disease,MONDO
53,X-linked non progressive cerebellar ataxia,10404,disease,MONDO
54,osteoporosis-oculocutaneous hypopigmentation syndrome,11020,disease,MONDO
55,"myoclonus, familial",100092_100093,disease,MONDO_grouped
56,infantile convulsions and choreoathetosis,11178,disease,MONDO
57,spondyloepiphyseal dysplasia,14701_12716_32835_8472_32721_8471_12019_10073_19667_16761,disease,MONDO_grouped
58,nephropathic cystinosis,100151_9066_18467,disease,MONDO_grouped
59,cranioectodermal dysplasia,21093_13323_13719_13573_9032,disease,MONDO_grouped
60,spondyloepimetaphyseal dysplasia with joint dislocations,11335_7738,disease,MONDO_grouped
61,GM1 gangliosidosis,9260_9261_9262_18149,disease,MONDO_grouped
62,"mucopolysaccharidoses, unclassified types",9654,disease,MONDO
63,acrocapitofemoral dysplasia,11907,disease,MONDO
64,acroosteolysis dominant type,7057,disease,MONDO
65,cryptomicrotia-brachydactyly-excess fingertip arch syndrome,7409,disease,MONDO
66,"dwarfism, familial, with muscle spasms",10928,disease,MONDO
67,autosomal dominant brachyolmia,7232,disease,MONDO
68,mulibrey nanism,9664,disease,MONDO
69,Uruguay Faciocardiomusculoskeletal syndrome,10292,disease,MONDO
70,SHORT syndrome,10026,disease,MONDO
71,isolated microphthalmia,12409_12605_13293_12604_13377_9631_14050_13130_62,disease,MONDO_grouped
72,"mesomelic dwarfism, Nievergelt type",8098,disease,MONDO
73,hereditary progressive chorea without dementia,21011,disease,MONDO
74,Noonan syndrome,14143_11531_14693_13186_8104_12371_14691_13379_12690_32786_12547_32839_33669_18997,disease,MONDO_grouped
75,specific language impairment,11710_11711_14184_724_11780_12917,disease,MONDO_grouped
76,intellectual developmental disorder,32795_32485_32919,disease,MONDO_grouped
77,Charcot-Marie-Tooth disease,14866_12012_33850_11890_11687_12014_13758_11569_13753_10550_12640_11903_8961_14154_10877_10699_32728_7790_11527_14665_11633_12231_13644_11066_11091_11916_14735_14467_11085_11889_12096_11570_11894_10949_36484_14733_14117_14012_10549_10551_14736_11113_7311_11534_11901_10995_13338_14208_14726_13212_7307_14074_12250_11902_14566_14511_10479_7309_10689_11475_14836_54833_11674_13959_11909_7308_11675_19011_18993_15626_18995_18994_18778_44640,disease,MONDO_grouped
78,EJM1,20752,disease,MONDO
79,femoral-facial syndrome,7604,disease,MONDO
80,myotonic dystrophy,11266_8056_16107,disease,MONDO_grouped
81,congenital pulmonary lymphangiectasia,9933,disease,MONDO
82,autosomal dominant Kenny-Caffey syndrome,7478,disease,MONDO
83,van den Ende-Gupta syndrome,10959,disease,MONDO
84,X-linked myopathy with excessive autophagy,10684,disease,MONDO
85,"Dyggve-Melchior-Clausen syndrome, X-linked",10583,disease,MONDO
86,Meier-Gorlin syndrome,13431_33046_14794_9143_13428_13430_13432_14894_16817,disease,MONDO_grouped
87,Schimke immuno-osseous dysplasia,9458,disease,MONDO
88,autosomal recessive Parkinson disease,10820_13060,disease,MONDO_grouped
89,metaphyseal chondrodysplasia,9594_7982_9597_9596_138,disease,MONDO_grouped
90,3M syndrome,10117_13039_13627,disease,MONDO_grouped
91,dyschondrosteosis-nephritis syndrome,7482,disease,MONDO
92,"epilepsy, idiopathic generalized, susceptibility to",32827_11892_13919_11875_11491_14734_13103_12113_32699_12627_13032_11753_12338_12760,disease,MONDO_grouped
93,mitochondrial complex III deficiency nuclear,14064_7415_14496_14065_14194_14364_14063_14066_14356_20811,disease,MONDO_grouped
94,amaurosis-hypertrichosis syndrome,8766,disease,MONDO
95,"acrofacial dysostosis, Palagonia type",11154,disease,MONDO
96,treacher collins syndrome,30067_9558_13385,disease,MONDO_grouped
97,Prader-Willi syndrome,8300,disease,MONDO
98,"craniometaphyseal dysplasia, autosomal recessive",9035,disease,MONDO
99,short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome,11227,disease,MONDO
100,hyaline fibromatosis syndrome,9229,disease,MONDO
101,hypotonia-cystinuria syndrome,11669,disease,MONDO
102,Langer mesomelic dysplasia,9588,disease,MONDO
103,arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome,7158,disease,MONDO
104,torsion dystonia,12895_11264_11200_7493_11886_9141_44811_44843_44870_44816_44817,disease,MONDO_grouped
105,Autosomal dominant epilepsy with auditory features,10898,disease,MONDO
106,progressive myoclonic epilepsy,9696_14545_12904_14521_14685_13526_30936_30034_12721_10682_18126_20074,disease,MONDO_grouped
107,congenital muscular dystrophy without intellectual disability,18279,disease,MONDO
108,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,disease,MONDO_grouped
109,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy",11801_20770_18996_20771,disease,MONDO_grouped
110,autosomal recessive cerebellar ataxia-blindness-deafness syndrome,10061,disease,MONDO
111,Emery-Dreifuss muscular dystrophy,16830,disease,MONDO
112,CLAPO syndrome,13125,disease,MONDO
113,spasticity-ataxia-gait anomalies syndrome,14803,disease,MONDO
114,thyrocerebrorenal syndrome,10128,disease,MONDO
115,microtriplication 11q24.1,17335,disease,MONDO
116,distal myopathy with posterior leg and anterior hand involvement,13550,disease,MONDO
117,childhood-onset benign chorea with striatal involvement,44332,disease,MONDO
118,spinocerebellar ataxia,13594_13485_14867_12246_11781_11833_33482_33479_14417_8119_14475_8120_10062_7298_11540_11694_11819_12116_7574_8457_12449_33481_13486_7296_11834_14776_14410_8458_14626_10847_11464_10848_12247_11529_11330_12450_13241_11439_32526_12103_33480_12098_16809_561,disease,MONDO_grouped
119,familial dyskinesia and facial myokymia,11707,disease,MONDO
120,spastic ataxia,7164_13776_12651_7165_12664_13354_17845,disease,MONDO_grouped
121,X-linked Emery-Dreifuss muscular dystrophy,10680,disease,MONDO
122,autosomal recessive Emery-Dreifuss muscular dystrophy,8406_14676,disease,MONDO_grouped
123,autosomal dominant Emery-Dreifuss muscular dystrophy,20336_13072_13071_13677_21569,disease,MONDO_grouped
124,dystonia,7495_7496_13928_13813_12789_10983_14019_14033_14627_3441_44807,disease,MONDO_grouped
125,phosphoribosylpyrophosphate synthetase superactivity,18463_10395_18464,disease,MONDO_grouped
126,nasopalpebral lipoma-coloboma syndrome,8182,disease,MONDO
127,autosomal recessive cerebellar ataxia - pyramidal signs - nystagmus - oculomotor apraxia syndrome,18189,disease,MONDO
128,autosomal recessive ataxia due to PEX10 deficiency,16614,disease,MONDO
129,"cutis laxa, autosomal recessive,",9052_13051_13754_19572_18163_27462_27451_19573,disease,MONDO_grouped
130,progressive non-fluent aphasia,15059,disease,MONDO
131,peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,13711,disease,MONDO
132,congenital cerebellar ataxia due to RNU12 mutation,33717,disease,MONDO
133,hypophosphatemic rickets,17324_13219_9430_8660_44_24300,disease,MONDO_grouped
134,"mitochondrial DNA depletion syndrome, myopathic form",12301,disease,MONDO
135,autosomal recessive spinocerebellar ataxia,12235_13645_32923_33115_14159_8943_14530_13905_32706_14339_14311_33116_14934_13687_13392_14503_14601_14845,disease,MONDO_grouped
136,hydranencephaly (disease),16344,disease,MONDO
137,Rothmund-Thomson syndrome,16369_16368_10002,disease,MONDO_grouped
138,Acrootoocular syndrome,9920,disease,MONDO
139,mosaic trisomy 20,15764,disease,MONDO
140,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,9444,disease,MONDO
141,hyperimmunoglobulin G1(A1) syndrome,7755,disease,MONDO
142,limb-girdle muscular dystrophy,12127_13390_14144_12193_13161_9676_14977_30014_12248_14900_11787_14474_12652_12699_29136_11028_14788_11968_29133_11170_9683_11423_9675_14129_13162_13440_9677_14142_14782_13297_12034_15152_15151_16971,disease,MONDO_grouped
143,posterior column ataxia,8299,disease,MONDO
144,congenital stationary night blindness autosomal dominant,8099_12497_12498,disease,MONDO_grouped
145,tricho-retino-dento-digital syndrome,8622,disease,MONDO
146,renal hypomagnesemia,9550_7937_12717_13480,disease,MONDO_grouped
147,loose anagen syndrome,10908,disease,MONDO
148,cerebral malformation,20724_11305_11304_16054_820,disease,MONDO_grouped
149,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587,disease,MONDO_grouped
150,"pituitary hormone deficiency, combined",13518_24464_9878,disease,MONDO_grouped
151,parietal foramina,12309_8197_12302_18953,disease,MONDO_grouped
152,amelia and terminal transverse hemimelia,7091,disease,MONDO
153,"muscular dystrophy, pseudohypertrophic, with Internalized capillaries",8034,disease,MONDO
154,tetralogy of fallot,8542,disease,MONDO
155,"autosomal dominant optic atrophy, classic form",8134,disease,MONDO
156,immune suppression,7816,disease,MONDO
157,pontocerebellar hypoplasia,16759_11948_14874_9166_11866_14351_12683_14349_54844_13990_54669_14485_13438_10190_12890_32831_14370_12438_12891_13853_13993_32643_20135_16396,disease,MONDO_grouped
158,cone-rod dystrophy,12983_14669_12464_13002_7362_14427_10905_11987_10969_13348_14153_14372_11355_12483_11395_13786_11564_11143_14068_15993,disease,MONDO_grouped
159,"mitochondrial complex 1 deficiency, nuclear",32608_32631_32612_26720_32609_32619_32624_32630_32635_32620_30902_32613_32621_32617_32628_32910_32626_32629_26721_32606_32623_32615_32611_32625_32622_32634_32618_32610_32632_32627_32616_32633_33560_32636_30997,disease,MONDO_grouped
160,myelinated optic nerve fibers,8037,disease,MONDO
161,maple syrup urine disease,9563_17051_17053_23692_23691_23693,disease,MONDO_grouped
162,"camptodactyly syndrome, Guadalajara",8898_8899_12759_111,disease,MONDO_grouped
163,"Hirschsprung disease, cardiac defects, and autonomic dysfunction",13473,disease,MONDO
164,epsilon-trimethyllysine hydroxylase deficiency,10469,disease,MONDO
165,episodic ataxia,11682_30064_12755_11681_8047_7163_14476_13464_12982,disease,MONDO_grouped
166,IFAP syndrome 2,100221,disease,MONDO
167,"glaucoma 1, open angle",11311_12515_12357_13134_8328_7664_11222_11704_12101_12102_12337_12645_12646,disease,MONDO_grouped
168,cataract,11015_12527_14799_14673_12489_12260_12665_11104_14565_14075_13484_7279_7287_14111_13744_10544_32735_12395_13411_10948_7278_12688_14110_12336_7288_7282_7280_7283_7286_11547_12437_7290_11413_12701_7281_7285_13859_7284_11162_5129_45050_11587_11591_11808_13067_12175,disease,MONDO_grouped
169,progressive external ophthalmoplegia with mitochondrial DNA deletions,12238_24528_12415_20845_14898_14656_12241_13117_9783_90,disease,MONDO_grouped
170,"craniodiaphyseal dysplasia, autosomal dominant",21021,disease,MONDO
171,keratoderma hereditarium mutilans,11396_7422,disease,MONDO_grouped
172,structural brain anomalies with impaired intellectual development and craniosynostosis,32892,disease,MONDO
173,immunodeficiency-centromeric instability-facial anomalies syndrome,14828_14829_9454_13553_133,disease,MONDO_grouped
174,lithium transport,7912,disease,MONDO
175,familial atrial myxoma,9719,disease,MONDO
176,mullerian aplasia and hyperandrogenism,8019,disease,MONDO
177,tetralogy of fallot and glaucoma,8543,disease,MONDO
178,microcephalic osteodysplastic primordial dwarfism,8871_8872_8873_60,disease,MONDO_grouped
179,ocular cicatricial pemphigoid,8109,disease,MONDO
180,retinitis pigmentosa,13274_10761_10945_8378_12796_910_11272_13611_14692_10827_13175_44314_32604_33563_13469_13468_13052_14618_14687_14871_12943_54708_13402_14400_12363_10259_19200_13610_12523_14323_13780_8377_13437_44320_13425_10723_30071_11935_13413_12625_13414_13436_13314_12477_10320_13516_13395_11630_14653_14256_13407_13263_32689_11075_14093_10818_12463_10227_8379_13328_14345_32834_11137_14929_32940_13315_13447_10828_13405_13429_11974_12024_12367_15013_36482_10806_13312_32577_12813_10374_11259,disease,MONDO_grouped
181,amelogenesis imperfecta,7094_10521_15008_21547_7538_8770_8772_14560_32717_14540_8771_7092_19507_15047_15048,disease,MONDO_grouped
182,myopathy due to calsequestrin and SERCA1 protein overload,14546,disease,MONDO
183,"autism, susceptibility to",11824_14017_30004_11627_11956_12801_13265_13258_12261_12533_12566_12567_12578_12600_12601_14041,disease,MONDO_grouped
184,"skeletal defects, genital hypoplasia, and intellectual disability",12909,disease,MONDO
185,interstitial lung disease due to ABCA3 deficiency,12582,disease,MONDO
186,infantile-onset autosomal recessive nonprogressive cerebellar ataxia,11950,disease,MONDO
187,"corneal degeneration, ribbonlike, with deafness",7373,disease,MONDO
188,MOGS-CDG,11629,disease,MONDO
189,Sandhoff disease,10006_17723_17722_17721,disease,MONDO_grouped
190,"febrile seizures, familial",11231_11443_7367_24566_11891_12707_12224_12226_32_12681_12972,disease,MONDO_grouped
191,deafness-craniofacial syndrome,7428,disease,MONDO
192,Harel-Yoon syndrome,14958,disease,MONDO
193,neonatal severe primary hyperparathyroidism,9397,disease,MONDO
194,pulmonic stenosis and deafness,8350,disease,MONDO
195,split lower lip,8462,disease,MONDO
196,isolated sulfite oxidase deficiency,10089,disease,MONDO
197,peroxisome biogenesis disorder,13967_13950_13931_13952_18264_54549_30899_13942_13938_13948_8736_13949_13937_13945_13930_13933_11683_9959_13936_8745_8746_13932_8953_13951_14127_11101_8954_13939_13943_14070_11749_8747_13927_18910_18135_19234_20275,disease,MONDO_grouped
198,stiff skin syndrome,8492,disease,MONDO
199,trichodental syndrome,11083,disease,MONDO
200,"skin creases, congenital symmetric circumferential, 2",14755,disease,MONDO
201,"pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal",32931,disease,MONDO
202,"congenital heart defects, multiple types",14000_60663_32913_13988_14344_119,disease,MONDO_grouped
203,Lipedema (disease),13577,disease,MONDO
204,Leri pleonosteosis,7894,disease,MONDO
205,Stargardt disease,10819_11370_19353,disease,MONDO_grouped
206,erythrokeratodermia variabilis et progressiva,32801_33012_33015_33014_33010_33013_30941_17851_17681,disease,MONDO_grouped
207,microphthalmia,12709_13376_14059_14635_12408_13783_7996_9630_21129_170_11589_24549,disease,MONDO_grouped
208,non-acquired combined pituitary hormone deficiency with spine abnormalities,9091,disease,MONDO
209,childhood encephalopathy due to thiamine pyrophosphokinase deficiency,13761,disease,MONDO
210,attention deficit-hyperactivity disorder,7743,disease,MONDO
211,hyperphosphatasia with intellectual disability syndrome,13628_14780_9398_14457_14318_13882,disease,MONDO_grouped
212,"hypomagnesemia, seizures, and intellectual disability",20787_20788_14631,disease,MONDO_grouped
213,keloid formation,7847,disease,MONDO
214,Caffey disease,7244,disease,MONDO
215,"melanoma, malignant familial intraocular",7965,disease,MONDO
216,KBG syndrome,7846,disease,MONDO
217,xeroderma pigmentosum,10214_10215_10216_10210_10211_12531_10212_10213_19600,disease,MONDO_grouped
218,anxiety disorder,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,disease,MONDO_grouped
219,"Stickler syndrome, type I, nonsyndromic ocular",12287,disease,MONDO
220,chromosome 4Q32.1-q32.2 triplication syndrome,13319,disease,MONDO
221,chilblain lupus,12500_13739_19557,disease,MONDO_grouped
222,cardioacrofacial dysplasia,30876_30877_31386,disease,MONDO_grouped
223,HSD10 mitochondrial disease,10327,disease,MONDO
224,"duodenal ulcer, hyperpepsinogenemic 1",7475,disease,MONDO
225,familial cavitary optic disc anomaly,12687,disease,MONDO
226,mirror movements,8002_32641_13790_14478,disease,MONDO_grouped
227,osteochondritis dissecans (disease),17178,disease,MONDO
228,Vissers-Bodmer syndrome,33618,disease,MONDO
229,telecanthus,8537,disease,MONDO
230,"hepatic adenomas, familial",7718,disease,MONDO
231,action myoclonus-renal failure syndrome,9699,disease,MONDO
232,acropectorovertebral dysplasia,7058,disease,MONDO
233,"surfactant metabolism dysfunction, pulmonary",13712_24465_10424,disease,MONDO_grouped
