,relation,x_index,x_name,x_id,x_type,x_source,y_index,y_name,y_id,y_type,y_source,pmid,probability
1183,associates,-1,PwD,MESH:C000719191,Disease,ncbi_mesh,-1,hospital settings,,SDoH factor,healthypeople,33104033.0,1.0
1184,associates,-1,neurocognitive decline,MESH:D060825,Disease,ncbi_mesh,-1,referrals,,SDoH factor,healthypeople,33685531.0,0.5
1185,associates,-1,anxiety,MESH:D001007,Disease,ncbi_mesh,-1,referrals,,SDoH factor,healthypeople,33685531.0,1.0
1186,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,neighborhood greenspace,,SDoH factor,healthypeople,33388800.0,0.5
1187,associates,-1,diabetes,MESH:D003920,Disease,ncbi_mesh,-1,Black,,SDoH factor,healthypeople,37355902.0,0.5
1188,associates,-1,hypertension,MESH:D006973,Disease,ncbi_mesh,-1,Black,,SDoH factor,healthypeople,37355902.0,0.5
1189,associates,-1,pain,MESH:D010146,Disease,ncbi_mesh,-1,prayer,,SDoH factor,healthypeople,37133727.0,1.0
1190,covaries,-1,P301L,tmVar:p|SUB|P|301|L;HGVS:p.P301L;VariantGroup:0;CorrespondingGene:4137;RS#:63751273;CorrespondingSpecies:9606;CA#:225444,Variant,litvar,-1,learning ability,,SDoH factor,healthypeople,32191383.0,0.5
1191,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,location,,SDoH factor,healthypeople,33655975.0,1.0
1192,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,residence,,SDoH factor,healthypeople,33655975.0,1.0
1193,associates,-1,diabetes mellitus,MESH:D003920,Disease,ncbi_mesh,-1,income,,SDoH factor,healthypeople,33655975.0,1.0
1194,associates,-1,diabetes mellitus,MESH:D003920,Disease,ncbi_mesh,-1,location,,SDoH factor,healthypeople,33655975.0,1.0
1195,associates,-1,diabetes mellitus,MESH:D003920,Disease,ncbi_mesh,-1,residence,,SDoH factor,healthypeople,33655975.0,1.0
1196,associates,-1,dyslipidemia,MESH:D050171,Disease,ncbi_mesh,-1,income,,SDoH factor,healthypeople,33655975.0,1.0
1197,associates,-1,dyslipidemia,MESH:D050171,Disease,ncbi_mesh,-1,location,,SDoH factor,healthypeople,33655975.0,1.0
1198,associates,-1,dyslipidemia,MESH:D050171,Disease,ncbi_mesh,-1,residence,,SDoH factor,healthypeople,33655975.0,1.0
1199,associates,-1,hypertension,MESH:D006973,Disease,ncbi_mesh,-1,income,,SDoH factor,healthypeople,33655975.0,1.0
1200,associates,-1,hypertension,MESH:D006973,Disease,ncbi_mesh,-1,location,,SDoH factor,healthypeople,33655975.0,1.0
1201,associates,-1,hypertension,MESH:D006973,Disease,ncbi_mesh,-1,residence,,SDoH factor,healthypeople,33655975.0,1.0
1202,associates,-1,Dementia,MESH:D003704,Disease,ncbi_mesh,-1,manpower,,SDoH factor,healthypeople,38306035.0,0.428571429
1203,associates,-1,TDP-43 encephalopathy,MESH:C536940,Disease,ncbi_mesh,-1,health literacy,,SDoH factor,healthypeople,32452861.0,1.0
1204,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,Memory clinics,,SDoH factor,healthypeople,32815289.0,1.0
1205,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,brand-new services,,SDoH factor,healthypeople,32815289.0,1.0
1206,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,risk communication,,SDoH factor,healthypeople,32815289.0,1.0
1207,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,caregiving responsibilities,,SDoH factor,healthypeople,36281681.0,1.0
1208,associates,-1,memory decline,MESH:D060825,Disease,ncbi_mesh,-1,discrimination,,SDoH factor,healthypeople,33418512.0,1.0
1209,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,spousal caregivers,,SDoH factor,healthypeople,33856476.0,0.666666667
1210,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,Social connections,,SDoH factor,healthypeople,37994532.0,0.428571429
1211,associates,-1,amyloid-beta,351,Gene,ncbi_gene,-1,care-partner outcomes,,SDoH factor,healthypeople,36189596.0,0.5
1212,associates,-1,amyloid,MESH:C000718787,Disease,ncbi_mesh,-1,care-partner outcomes,,SDoH factor,healthypeople,36189596.0,1.0
1213,associates,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,telecaregiving systems,,SDoH factor,healthypeople,36919597.0,1.0
1214,responds to,-1,brain microglia,MESH:D001927,Disease,ncbi_mesh,-1,environment,,SDoH factor,healthypeople,34203793.0,1.0
1215,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,participation,,SDoH factor,healthypeople,32369706.0,0.4
1216,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,helplessness,,SDoH factor,healthypeople,35062119.0,1.0
1217,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,loneliness,,SDoH factor,healthypeople,35062119.0,1.0
1218,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,stigma,,SDoH factor,healthypeople,35062119.0,1.0
1219,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,resilience,,SDoH factor,healthypeople,35062119.0,1.0
1220,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,love,,SDoH factor,healthypeople,35062119.0,1.0
1221,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,reading books,,SDoH factor,healthypeople,35062119.0,1.0
1222,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,nursing home placement,,SDoH factor,healthypeople,35062119.0,1.0
1223,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,hospice,,SDoH factor,healthypeople,35062119.0,1.0
1224,associates,-1,emotional distress,MESH:D012128,Disease,ncbi_mesh,-1,palliative care,,SDoH factor,healthypeople,35062119.0,1.0
1225,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,helplessness,,SDoH factor,healthypeople,35062119.0,1.0
1226,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,stigma,,SDoH factor,healthypeople,35062119.0,1.0
1227,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,resilience,,SDoH factor,healthypeople,35062119.0,1.0
1228,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,love,,SDoH factor,healthypeople,35062119.0,1.0
1229,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,reading books,,SDoH factor,healthypeople,35062119.0,1.0
1230,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,nursing home placement,,SDoH factor,healthypeople,35062119.0,1.0
1231,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,hospice,,SDoH factor,healthypeople,35062119.0,1.0
1232,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,palliative care,,SDoH factor,healthypeople,35062119.0,1.0
1233,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,helplessness,,SDoH factor,healthypeople,35062119.0,1.0
1234,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,loneliness,,SDoH factor,healthypeople,35062119.0,1.0
1235,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,stigma,,SDoH factor,healthypeople,35062119.0,1.0
1236,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,resilience,,SDoH factor,healthypeople,35062119.0,1.0
1237,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,love,,SDoH factor,healthypeople,35062119.0,1.0
1238,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,reading books,,SDoH factor,healthypeople,35062119.0,1.0
1239,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,nursing home placement,,SDoH factor,healthypeople,35062119.0,1.0
1240,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,hospice,,SDoH factor,healthypeople,35062119.0,1.0
1241,associates,-1,elder abuse,MESH:D019966,Disease,ncbi_mesh,-1,palliative care,,SDoH factor,healthypeople,35062119.0,1.0
1242,associates,-1,Disability,MESH:D009069,Disease,ncbi_mesh,-1,caregiver dyads,,SDoH factor,healthypeople,38621995.0,0.5
1243,associates,-1,Alzheimer's Disease,MESH:D000544,Disease,ncbi_mesh,-1,caregiver dyads,,SDoH factor,healthypeople,38621995.0,0.5
1244,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,caregiver dyads,,SDoH factor,healthypeople,38621995.0,0.5
1245,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,health-care challenges,,SDoH factor,healthypeople,38383536.0,0.5
1246,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,neurology clinic,,SDoH factor,healthypeople,34538774.0,0.5
1247,associates,-1,outpatient,9606,Species,ncbi_taxonomy,-1,specialty clinic,,SDoH factor,healthypeople,36739557.0,0.5
1248,protective against,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,residential vegetation,,SDoH factor,healthypeople,32597127.0,1.0
1249,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,Caregiving phases,,SDoH factor,healthypeople,32687722.0,0.4
1250,associates,-1,auditory hallucinations,MESH:D006212,Disease,ncbi_mesh,-1,community,,SDoH factor,healthypeople,33734483.0,0.4
1251,associates,-1,hypertension,MESH:D006973,Disease,ncbi_mesh,-1,clinical guidelines,,SDoH factor,healthypeople,36941727.0,0.5
1252,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,neuropsychological assessment,,SDoH factor,healthypeople,32374196.0,1.0
1253,associates,-1,Memory disorder,MESH:D008569,Disease,ncbi_mesh,-1,clinics,,SDoH factor,healthypeople,33216955.0,0.5
1254,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,Social media,,SDoH factor,healthypeople,36155513.0,0.6
1255,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,posts,,SDoH factor,healthypeople,36155513.0,0.4
1256,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,visit,,SDoH factor,healthypeople,35590272.0,1.0
1257,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,PCPs,,SDoH factor,healthypeople,29939234.0,0.6
1258,benefits from,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,home-based care,,SDoH factor,healthypeople,36676672.0,0.5
1259,associates,-1,anxiety,MESH:D001007,Disease,ncbi_mesh,-1,financial strain,,SDoH factor,healthypeople,36676672.0,1.0
1260,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,financial strain,,SDoH factor,healthypeople,36676672.0,1.0
1261,associates,-1,Abeta,351,Gene,ncbi_gene,-1,education,,SDoH factor,healthypeople,32759192.0,0.666666667
1262,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,hospital settings,,SDoH factor,healthypeople,36330876.0,0.5
1263,associates,-1,vigilance dysregulation,MESH:D000405,Disease,ncbi_mesh,-1,underserved old,,SDoH factor,healthypeople,36330876.0,1.0
1264,poses,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,social challenges,,SDoH factor,healthypeople,35034903.0,0.5
1265,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,family,,SDoH factor,healthypeople,35034903.0,1.0
1266,associates,-1,fatigue,MESH:D005221,Disease,ncbi_mesh,-1,family,,SDoH factor,healthypeople,35034903.0,1.0
1267,predicted by,-1,atrophy,MESH:D001284,Disease,ncbi_mesh,-1,immigration,,SDoH factor,healthypeople,36821175.0,1.0
1268,upregulates,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,social isolation,,SDoH factor,healthypeople,33808644.0,1.0
1269,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,relationship,,SDoH factor,healthypeople,36916529.0,1.0
1270,associates,-1,sleeping problems,MESH:D012893,Disease,ncbi_mesh,-1,cohabited,,SDoH factor,healthypeople,36916529.0,1.0
1271,associates,-1,Women,9606,Species,ncbi_taxonomy,-1,educational attainment,,SDoH factor,healthypeople,35320274.0,1.0
1272,associates,-1,Women,9606,Species,ncbi_taxonomy,-1,parent,,SDoH factor,healthypeople,35320274.0,1.0
1273,associates,-1,Women,9606,Species,ncbi_taxonomy,-1,spouse,,SDoH factor,healthypeople,35320274.0,1.0
1274,associates,-1,abnormal glucose metabolism,MESH:D044882,Disease,ncbi_mesh,-1,rural communities,,SDoH factor,healthypeople,35739484.0,0.5
1275,associates,-1,beta-cell dysfunction,MESH:D007340,Disease,ncbi_mesh,-1,rural communities,,SDoH factor,healthypeople,35739484.0,0.5
1276,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,rural Uganda,,SDoH factor,healthypeople,32041525.0,0.5
1277,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,sub-Saharan Africa,,SDoH factor,healthypeople,32041525.0,0.5
1278,associates,-1,tau,4137,Gene,ncbi_gene,-1,memory clinic,,SDoH factor,healthypeople,38626384.0,1.0
1279,associates,-1,Participants,9606,Species,ncbi_taxonomy,-1,representation,,SDoH factor,healthypeople,38756718.0,0.4
1280,associates,-1,vascular,MESH:D057772,Disease,ncbi_mesh,-1,care,,SDoH factor,healthypeople,36442203.0,0.5
1281,associates,-1,cognitive and functional decline,MESH:D003072,Disease,ncbi_mesh,-1,families,,SDoH factor,healthypeople,32720874.0,1.0
1282,associates,-1,cognitive and functional decline,MESH:D003072,Disease,ncbi_mesh,-1,society,,SDoH factor,healthypeople,32720874.0,1.0
1283,associates,-1,coronavirus disease,MESH:D018352,Disease,ncbi_mesh,-1,confinement,,SDoH factor,healthypeople,34219617.0,1.0
1284,associates,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,confinement,,SDoH factor,healthypeople,34219617.0,1.0
1285,associates,-1,Patients,9606,Species,ncbi_taxonomy,-1,diagnostic delays,,SDoH factor,healthypeople,38970052.0,1.0
1286,associates,-1,depressive symptoms,MESH:D003866,Disease,ncbi_mesh,-1,Gender,,SDoH factor,healthypeople,35213057.0,0.6
1287,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,General Hospital,,SDoH factor,healthypeople,35213057.0,0.5
1288,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,collective memory,,SDoH factor,healthypeople,31218721.0,0.4
1289,associates,-1,people,9606,Species,ncbi_taxonomy,-1,collective memory,,SDoH factor,healthypeople,31218721.0,0.5
1290,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,collective memory,,SDoH factor,healthypeople,31218721.0,1.0
1291,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,relatedness,,SDoH factor,healthypeople,31218721.0,1.0
1292,associates,-1,loss of memory,MESH:D008569,Disease,ncbi_mesh,-1,social relations,,SDoH factor,healthypeople,31218721.0,1.0
1293,associates,-1,MMJ,MESH:D000074609,Disease,ncbi_mesh,-1,therapy,,SDoH factor,healthypeople,32951701.0,0.5
1294,associates,-1,MMJ,MESH:D000074609,Disease,ncbi_mesh,-1,family,,SDoH factor,healthypeople,32951701.0,0.5
1295,associates,-1,MMJ,MESH:D000074609,Disease,ncbi_mesh,-1,friends,,SDoH factor,healthypeople,32951701.0,0.5
1296,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,general practice clinics,,SDoH factor,healthypeople,34043628.0,0.5
1297,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,communication,,SDoH factor,healthypeople,31208244.0,0.5
1298,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,participation,,SDoH factor,healthypeople,31208244.0,0.4
1299,associates,-1,depressive symptoms,MESH:D003866,Disease,ncbi_mesh,-1,caregivers,,SDoH factor,healthypeople,31497991.0,0.625
1300,associates,-1,AD,MESH:D000544,Disease,ncbi_mesh,-1,racial disparities,,SDoH factor,healthypeople,36868873.0,1.0
1301,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,surgery,,SDoH factor,healthypeople,37596302.0,0.75
1302,associates,-1,Alzheimer's,MESH:D000544,Disease,ncbi_mesh,-1,health care system,,SDoH factor,healthypeople,34569686.0,1.0
1303,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,specialist visits,,SDoH factor,healthypeople,34569686.0,0.5
1304,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,specialist,,SDoH factor,healthypeople,34569686.0,0.5
1305,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,apathy,,SDoH factor,healthypeople,37873914.0,0.5
1306,associates,-1,anxiety,MESH:D001007,Disease,ncbi_mesh,-1,apathy,,SDoH factor,healthypeople,37873914.0,1.0
1307,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,apathy,,SDoH factor,healthypeople,37873914.0,1.0
1308,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,preventive interventions,,SDoH factor,healthypeople,34560903.0,0.4
1309,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,Disparities,,SDoH factor,healthypeople,36856071.0,1.0
1310,associates,-1,tau,4137,Gene,ncbi_gene,-1,environment,,SDoH factor,healthypeople,32116255.0,0.6
1311,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,CVS,,SDoH factor,healthypeople,37227580.0,0.6
1312,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,appropriate care,,SDoH factor,healthypeople,30421351.0,1.0
1313,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,social trust,,SDoH factor,healthypeople,36276340.0,0.666666667
1314,associates,-1,functional decline,MESH:D060825,Disease,ncbi_mesh,-1,medication,,SDoH factor,healthypeople,34225098.0,0.444444444
1315,regulates,-1,histone,176660,Gene,ncbi_gene,-1,learning,,SDoH factor,healthypeople,35413149.0,1.0
1316,associates,-1,participant,9606,Species,ncbi_taxonomy,-1,family members,,SDoH factor,healthypeople,36251929.0,1.0
1317,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,acute visits,,SDoH factor,healthypeople,33196288.0,1.0
1318,associates,-1,Prevotella,838,Species,ncbi_taxonomy,-1,community,,SDoH factor,healthypeople,35133187.0,0.5
1319,associates,-1,Bacteroides,816,Species,ncbi_taxonomy,-1,community,,SDoH factor,healthypeople,35133187.0,0.5
1320,associates,-1,Communicative impairment,MESH:D003147,Disease,ncbi_mesh,-1,semantic word fluency,,SDoH factor,healthypeople,38494763.0,0.5
1321,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,group,,SDoH factor,healthypeople,34979671.0,0.5
1322,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,degree,,SDoH factor,healthypeople,34979671.0,1.0
1323,associates,-1,brain atrophy,MESH:C566985,Disease,ncbi_mesh,-1,literacy,,SDoH factor,healthypeople,32397837.0,1.0
1324,associates,-1,atrophy,MESH:D001284,Disease,ncbi_mesh,-1,literacy,,SDoH factor,healthypeople,32397837.0,2.0
1325,associates,-1,neurodegenerative disease,MESH:D019636,Disease,ncbi_mesh,-1,literacy,,SDoH factor,healthypeople,32397837.0,1.0
1326,leads to,-1,peripheral hearing deprivation,MESH:D012892,Disease,ncbi_mesh,-1,social isolation,,SDoH factor,healthypeople,32009339.0,1.0
1327,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,white individuals,,SDoH factor,healthypeople,32282019.0,0.5
1328,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,racial differences,,SDoH factor,healthypeople,32282019.0,1.0
1329,associates,-1,C9orf72,203228,Gene,ncbi_gene,-1,families,,SDoH factor,healthypeople,33827960.0,0.5
1330,associates,-1,GRN,2896,Gene,ncbi_gene,-1,families,,SDoH factor,healthypeople,33827960.0,0.5
1331,associates,-1,MAPT,4137,Gene,ncbi_gene,-1,families,,SDoH factor,healthypeople,33827960.0,0.5
1332,causes,-1,neurodegenerative disease,MESH:D019636,Disease,ncbi_mesh,-1,economic burden,,SDoH factor,healthypeople,37052116.0,1.0
1333,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,adherence,,SDoH factor,healthypeople,32298362.0,0.8
1334,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,medical recommendations,,SDoH factor,healthypeople,32298362.0,1.0
1335,associates,-1,Dementias,MESH:D003704,Disease,ncbi_mesh,-1,Home health,,SDoH factor,healthypeople,37057687.0,1.0
1336,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,relationship,,SDoH factor,healthypeople,32564681.0,0.666666667
1337,associates,-1,social disability,MESH:D003147,Disease,ncbi_mesh,-1,loneliness,,SDoH factor,healthypeople,35421108.0,0.5
1338,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,oral care,,SDoH factor,healthypeople,33164225.0,0.5
1339,downregulates,-1,impaired cognitive function,MESH:D003072,Disease,ncbi_mesh,-1,oral care,,SDoH factor,healthypeople,33164225.0,0.5
1340,associates,-1,heart failure,MESH:D006333,Disease,ncbi_mesh,-1,Hospitalization,,SDoH factor,healthypeople,37424463.0,0.4
1341,associates,-1,cognitive impairment,MESH:D003072,Disease,ncbi_mesh,-1,nursing home admission,,SDoH factor,healthypeople,37424463.0,0.5
1342,associates,-1,hearing loss,MESH:D034381,Disease,ncbi_mesh,-1,social communication,,SDoH factor,healthypeople,31557539.0,1.0
1343,associates,-1,Alzheimer's,MESH:D000544,Disease,ncbi_mesh,-1,obstacles,,SDoH factor,healthypeople,38517787.0,0.5
1344,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,greener areas,,SDoH factor,healthypeople,35525977.0,1.0
1345,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,greener areas,,SDoH factor,healthypeople,35525977.0,0.5
1346,associates,-1,patient,9606,Species,ncbi_taxonomy,-1,specialty care,,SDoH factor,healthypeople,31704763.0,0.5
1347,causes,-1,diabetes mellitus type 2,MESH:D003924,Disease,ncbi_mesh,-1,economic impacts,,SDoH factor,healthypeople,36603208.0,1.0
1348,influenced by,-1,amyloid formation,MESH:D058426,Disease,ncbi_mesh,-1,environment,,SDoH factor,healthypeople,31608620.0,0.5
1349,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,suboptimal care,,SDoH factor,healthypeople,35133003.0,1.0
1350,associates,-1,caffeine,MESH:D002110,Chemical,ncbi_mesh,-1,relationship,,SDoH factor,healthypeople,37739736.0,0.5
1351,covaries,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,HS,,SDoH factor,healthypeople,32463071.0,0.6
1352,associates,-1,dying,MESH:D064806,Disease,ncbi_mesh,-1,family events,,SDoH factor,healthypeople,32575455.0,1.0
1353,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,family carers,,SDoH factor,healthypeople,36750227.0,0.5
1354,associates,-1,depression,MESH:D003866,Disease,ncbi_mesh,-1,informal supports,,SDoH factor,healthypeople,30689840.0,1.0
1355,impacts,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,hospital service,,SDoH factor,healthypeople,37943714.0,0.5
1356,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,hospital care,,SDoH factor,healthypeople,37943714.0,0.5
1357,associates,-1,anxiety,MESH:D001007,Disease,ncbi_mesh,-1,caregivers,,SDoH factor,healthypeople,9279040.0,1.0
1358,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,financial abilities,,SDoH factor,healthypeople,32120293.0,0.625
1359,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,hospitals,,SDoH factor,healthypeople,32894241.0,0.5
1360,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,internal medicine,,SDoH factor,healthypeople,32894241.0,0.5
1361,associates,-1,patients,9606,Species,ncbi_taxonomy,-1,neurology,,SDoH factor,healthypeople,32894241.0,0.5
1362,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,families,,SDoH factor,healthypeople,37552541.0,1.0
1363,negatively correlates,-1,frailty,MESH:D000073496,Disease,ncbi_mesh,-1,social contact,,SDoH factor,healthypeople,34911018.0,0.666666667
1364,negatively correlates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,social contact,,SDoH factor,healthypeople,34911018.0,0.666666667
1365,associates,-1,long-term illness,MESH:D000088562,Disease,ncbi_mesh,-1,low household income,,SDoH factor,healthypeople,38378514.0,1.0
1366,associates,-1,long-term illness,MESH:D000088562,Disease,ncbi_mesh,-1,air pollution,,SDoH factor,healthypeople,38378514.0,0.5
1367,associates,-1,long-term illness,MESH:D000088562,Disease,ncbi_mesh,-1,greenspace,,SDoH factor,healthypeople,38378514.0,0.5
1368,associates,-1,dementias,MESH:D003704,Disease,ncbi_mesh,-1,hospital admission,,SDoH factor,healthypeople,38569102.0,1.0
1369,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,sex/gender,,SDoH factor,healthypeople,34521111.0,0.666666667
1370,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,socio-economic burden,,SDoH factor,healthypeople,34944450.0,0.5
1371,associates,-1,warfarin,MESH:D014859,Chemical,ncbi_mesh,-1,benefits,,SDoH factor,healthypeople,35027110.0,1.0
1372,associates,-1,pathologic brain aging,MESH:D005598,Disease,ncbi_mesh,-1,Lower literacy,,SDoH factor,healthypeople,31273677.0,1.0
1373,could be potential targets for,-1,diabetes,MESH:D003920,Disease,ncbi_mesh,-1,preventative healthcare,,SDoH factor,healthypeople,38306040.0,1.0
1374,associates,-1,Alzheimer's disease,MESH:D000544,Disease,ncbi_mesh,-1,educational attainment,,SDoH factor,healthypeople,34029863.0,0.5
1375,associates,-1,MCI,MESH:D060825,Disease,ncbi_mesh,-1,people,,SDoH factor,healthypeople,33208190.0,0.714285714
1376,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,people,,SDoH factor,healthypeople,33208190.0,0.625
1377,associates,-1,Chronic Disease,MESH:D002908,Disease,ncbi_mesh,-1,physician,,SDoH factor,healthypeople,20583207.0,1.0
1378,associates,-1,Chronic Disease,MESH:D002908,Disease,ncbi_mesh,-1,visits,,SDoH factor,healthypeople,20583207.0,0.5
1379,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,social support,,SDoH factor,healthypeople,35850031.0,1.0
1380,associates,-1,cognitive decline,MESH:D003072,Disease,ncbi_mesh,-1,social stimulation,,SDoH factor,healthypeople,37725088.0,0.5
1381,associates,-1,Persons,9606,Species,ncbi_taxonomy,-1,long-term care residents,,SDoH factor,healthypeople,34370003.0,0.5
1382,associates,-1,Persons,9606,Species,ncbi_taxonomy,-1,outdoors,,SDoH factor,healthypeople,34370003.0,0.5
1383,associates,-1,dementia,MESH:D003704,Disease,ncbi_mesh,-1,engagement,,SDoH factor,healthypeople,34370003.0,0.666666667
1384,associates,-1,stroke,MESH:D020521,Disease,ncbi_mesh,-1,under-assessment,,SDoH factor,healthypeople,37003932.0,1.0
1385,associates,-1,stroke,MESH:D020521,Disease,ncbi_mesh,-1,under-reporting,,SDoH factor,healthypeople,37003932.0,1.0
1386,associates,-1,cognitively impaired,MESH:D003072,Disease,ncbi_mesh,-1,under-assessment,,SDoH factor,healthypeople,37003932.0,0.5
1387,associates,-1,cognitively impaired,MESH:D003072,Disease,ncbi_mesh,-1,under-reporting,,SDoH factor,healthypeople,37003932.0,0.5
1388,impacts,-1,COVID-19,MESH:D000086382,Disease,ncbi_mesh,-1,In-person programs,,SDoH factor,healthypeople,37647250.0,0.5
1389,associates,-1,Atherosclerosis,MESH:D050197,Disease,ncbi_mesh,-1,Communities study,,SDoH factor,healthypeople,31585368.0,1.0
